player,Tournament,winnings,year,avg_driving_distance,tournament
Aaron Wise,Waste Management Phoenix Open,"$15,549",2021,309.6,2021_waste_management_phoenix_open
Jon Rahm,BMW Championship,"$1,710,000",2020,311.7,2020_bmw_championship
Dustin Johnson,BMW Championship,"$1,026,000",2020,310.2,2020_bmw_championship
Hideki Matsuyama,BMW Championship,"$551,000",2020,293.9,2020_bmw_championship
Joaquin Niemann,BMW Championship,"$551,000",2020,303.6,2020_bmw_championship
Tony Finau,BMW Championship,"$384,750",2020,303.9,2020_bmw_championship
Jason Kokrak,BMW Championship,"$337,250",2020,,2020_bmw_championship
Matt Fitzpatrick,BMW Championship,"$337,250",2020,,2020_bmw_championship
Sebastián Muñoz,BMW Championship,"$285,000",2020,294.7,2020_bmw_championship
Brendon Todd,BMW Championship,"$285,000",2020,285.4,2020_bmw_championship
Lanto Griffin,BMW Championship,"$247,000",2020,296.2,2020_bmw_championship
Mackenzie Hughes,BMW Championship,"$247,000",2020,298.3,2020_bmw_championship
Patrick Cantlay,BMW Championship,"$192,375",2020,,2020_bmw_championship
Byeong Hun An,BMW Championship,"$192,375",2020,,2020_bmw_championship
Brian Harman,BMW Championship,"$192,375",2020,,2020_bmw_championship
Rory McIlroy,BMW Championship,"$192,375",2020,310.2,2020_bmw_championship
Paul Casey,BMW Championship,"$147,250",2020,,2020_bmw_championship
Bubba Watson,BMW Championship,"$147,250",2020,,2020_bmw_championship
Tyrrell Hatton,BMW Championship,"$147,250",2020,302.9,2020_bmw_championship
Matthew Wolff,BMW Championship,"$147,250",2020,,2020_bmw_championship
Collin Morikawa,BMW Championship,"$106,780",2020,294.7,2020_bmw_championship
Scottie Scheffler,BMW Championship,"$106,780",2020,304.0,2020_bmw_championship
Richy Werenski,BMW Championship,"$106,780",2020,,2020_bmw_championship
Cameron Smith,BMW Championship,"$106,780",2020,297.5,2020_bmw_championship
Joel Dahmen,BMW Championship,"$106,780",2020,,2020_bmw_championship
Russell Henley,BMW Championship,"$69,469",2020,,2020_bmw_championship
Justin Thomas,BMW Championship,"$69,469",2020,301.9,2020_bmw_championship
Louis Oosthuizen,BMW Championship,"$69,469",2020,,2020_bmw_championship
Kevin Kisner,BMW Championship,"$69,469",2020,290.2,2020_bmw_championship
Adam Scott,BMW Championship,"$69,469",2020,,2020_bmw_championship
Daniel Berger,BMW Championship,"$69,469",2020,295.2,2020_bmw_championship
Carlos Ortiz,BMW Championship,"$69,469",2020,,2020_bmw_championship
Xander Schauffele,BMW Championship,"$69,469",2020,302.3,2020_bmw_championship
Corey Conners,BMW Championship,"$49,129",2020,,2020_bmw_championship
Abraham Ancer,BMW Championship,"$49,129",2020,289.1,2020_bmw_championship
Brendan Steele,BMW Championship,"$49,129",2020,,2020_bmw_championship
Billy Horschel,BMW Championship,"$49,129",2020,291.0,2020_bmw_championship
Danny Lee,BMW Championship,"$49,129",2020,,2020_bmw_championship
Dylan Frittelli,BMW Championship,"$49,129",2020,,2020_bmw_championship
Gary Woodland,BMW Championship,"$49,129",2020,,2020_bmw_championship
Jim Herman,BMW Championship,"$34,200",2020,,2020_bmw_championship
Adam Hadwin,BMW Championship,"$34,200",2020,,2020_bmw_championship
Harris English,BMW Championship,"$34,200",2020,290.2,2020_bmw_championship
Patrick Reed,BMW Championship,"$34,200",2020,297.7,2020_bmw_championship
Ryan Palmer,BMW Championship,"$34,200",2020,300.4,2020_bmw_championship
Alex Noren,BMW Championship,"$34,200",2020,,2020_bmw_championship
Maverick McNealy,BMW Championship,"$34,200",2020,,2020_bmw_championship
Viktor Hovland,BMW Championship,"$34,200",2020,297.7,2020_bmw_championship
Tyler Duncan,BMW Championship,"$25,365",2020,,2020_bmw_championship
Charles Howell III,BMW Championship,"$25,365",2020,,2020_bmw_championship
Bryson DeChambeau,BMW Championship,"$23,940",2020,300.1,2020_bmw_championship
Mark Hubbard,BMW Championship,"$22,496",2020,,2020_bmw_championship
Tiger Woods,BMW Championship,"$22,496",2020,,2020_bmw_championship
Kevin Na,BMW Championship,"$22,496",2020,280.7,2020_bmw_championship
Nick Taylor,BMW Championship,"$22,496",2020,,2020_bmw_championship
Kevin Streelman,BMW Championship,"$22,496",2020,,2020_bmw_championship
Harry Higgs,BMW Championship,"$21,470",2020,,2020_bmw_championship
Sungjae Im,BMW Championship,"$21,470",2020,296.8,2020_bmw_championship
Adam Long,BMW Championship,"$21,470",2020,,2020_bmw_championship
Max Homa,BMW Championship,"$20,710",2020,,2020_bmw_championship
Robby Shelton,BMW Championship,"$20,710",2020,,2020_bmw_championship
J.T. Poston,BMW Championship,"$20,710",2020,,2020_bmw_championship
Michael Thompson,BMW Championship,"$20,710",2020,,2020_bmw_championship
Matt Kuchar,BMW Championship,"$20,710",2020,,2020_bmw_championship
Jason Day,BMW Championship,"$20,140",2020,,2020_bmw_championship
Cameron Champ,BMW Championship,"$19,760",2020,309.3,2020_bmw_championship
Talor Gooch,BMW Championship,"$19,760",2020,,2020_bmw_championship
Tom Hoge,BMW Championship,"$19,760",2020,,2020_bmw_championship
Andrew Landry,BMW Championship,"$19,380",2020,,2020_bmw_championship
Marc Leishman,BMW Championship,"$19,190",2020,290.2,2020_bmw_championship
Collin Morikawa,PGA Championship,"$1,980,000",2020,289.4,2020_pga_championship
Paul Casey,PGA Championship,"$968,000",2020,299.5,2020_pga_championship
Dustin Johnson,PGA Championship,"$968,000",2020,303.0,2020_pga_championship
Jason Day,PGA Championship,"$404,350",2020,293.7,2020_pga_championship
Tony Finau,PGA Championship,"$404,350",2020,300.1,2020_pga_championship
Matthew Wolff,PGA Championship,"$404,350",2020,308.5,2020_pga_championship
Scottie Scheffler,PGA Championship,"$404,350",2020,295.6,2020_pga_championship
Bryson DeChambeau,PGA Championship,"$404,350",2020,318.7,2020_pga_championship
Justin Rose,PGA Championship,"$295,600",2020,291.4,2020_pga_championship
Cameron Champ,PGA Championship,"$252,123",2020,320.6,2020_pga_championship
Xander Schauffele,PGA Championship,"$252,123",2020,302.6,2020_pga_championship
Joel Dahmen,PGA Championship,"$252,123",2020,291.7,2020_pga_championship
Patrick Reed,PGA Championship,"$192,208",2020,290.5,2020_pga_championship
Jon Rahm,PGA Championship,"$192,208",2020,303.8,2020_pga_championship
Si Woo Kim,PGA Championship,"$192,208",2020,293.7,2020_pga_championship
Daniel Berger,PGA Championship,"$192,208",2020,299.6,2020_pga_championship
Brendon Todd,PGA Championship,"$156,500",2020,279.1,2020_pga_championship
Kevin Kisner,PGA Championship,"$134,000",2020,285.1,2020_pga_championship
Lanto Griffin,PGA Championship,"$134,000",2020,292.0,2020_pga_championship
Harris English,PGA Championship,"$134,000",2020,288.8,2020_pga_championship
Byeong Hun An,PGA Championship,"$94,571",2020,289.2,2020_pga_championship
Brendan Steele,PGA Championship,"$94,571",2020,293.2,2020_pga_championship
Hideki Matsuyama,PGA Championship,"$94,571",2020,294.9,2020_pga_championship
Ian Poulter,PGA Championship,"$94,571",2020,283.1,2020_pga_championship
Adam Scott,PGA Championship,"$94,571",2020,290.6,2020_pga_championship
Alex Noren,PGA Championship,"$94,571",2020,294.2,2020_pga_championship
Tommy Fleetwood,PGA Championship,"$69,500",2020,303.7,2020_pga_championship
Brooks Koepka,PGA Championship,"$69,500",2020,294.4,2020_pga_championship
Harold Varner III,PGA Championship,"$69,500",2020,295.1,2020_pga_championship
Doc Redman,PGA Championship,"$69,500",2020,290.0,2020_pga_championship
Viktor Hovland,PGA Championship,"$57,500",2020,287.3,2020_pga_championship
Dylan Frittelli,PGA Championship,"$57,500",2020,297.0,2020_pga_championship
Rory McIlroy,PGA Championship,"$57,500",2020,307.8,2020_pga_championship
Louis Oosthuizen,PGA Championship,"$57,500",2020,292.4,2020_pga_championship
Tiger Woods,PGA Championship,"$45,000",2020,291.7,2020_pga_championship
Nate Lashley,PGA Championship,"$45,000",2020,282.9,2020_pga_championship
Webb Simpson,PGA Championship,"$45,000",2020,286.7,2020_pga_championship
Bud Cauley,PGA Championship,"$45,000",2020,286.3,2020_pga_championship
Justin Thomas,PGA Championship,"$45,000",2020,294.8,2020_pga_championship
Russell Henley,PGA Championship,"$45,000",2020,284.2,2020_pga_championship
Cameron Smith,PGA Championship,"$31,594",2020,289.3,2020_pga_championship
Patrick Cantlay,PGA Championship,"$31,594",2020,297.0,2020_pga_championship
Abraham Ancer,PGA Championship,"$31,594",2020,290.7,2020_pga_championship
Keith Mitchell,PGA Championship,"$31,594",2020,299.6,2020_pga_championship
Billy Horschel,PGA Championship,"$31,594",2020,288.1,2020_pga_championship
Ryan Palmer,PGA Championship,"$31,594",2020,286.5,2020_pga_championship
Luke List,PGA Championship,"$24,000",2020,305.6,2020_pga_championship
Brandt Snedeker,PGA Championship,"$24,000",2020,282.3,2020_pga_championship
Adam Long,PGA Championship,"$24,000",2020,288.5,2020_pga_championship
Mark Hubbard,PGA Championship,"$24,000",2020,279.4,2020_pga_championship
Mackenzie Hughes,PGA Championship,"$21,338",2020,291.6,2020_pga_championship
Tom Hoge,PGA Championship,"$21,338",2020,286.3,2020_pga_championship
Adam Hadwin,PGA Championship,"$21,338",2020,290.4,2020_pga_championship
Denny McCarthy,PGA Championship,"$21,338",2020,286.8,2020_pga_championship
Brian Harman,PGA Championship,"$21,338",2020,287.8,2020_pga_championship
Kevin Streelman,PGA Championship,"$21,338",2020,291.4,2020_pga_championship
Charl Schwartzel,PGA Championship,"$21,338",2020,287.1,2020_pga_championship
Gary Woodland,PGA Championship,"$21,338",2020,295.1,2020_pga_championship
Shane Lowry,PGA Championship,"$20,000",2020,288.8,2020_pga_championship
Rory Sabbatini,PGA Championship,"$20,000",2020,279.4,2020_pga_championship
Sepp Straka,PGA Championship,"$20,000",2020,299.4,2020_pga_championship
Emiliano Grillo,PGA Championship,"$20,000",2020,290.5,2020_pga_championship
Jordan Spieth,PGA Championship,"$19,350",2020,295.9,2020_pga_championship
Phil Mickelson,PGA Championship,"$19,350",2020,295.9,2020_pga_championship
Bubba Watson,PGA Championship,"$19,350",2020,296.6,2020_pga_championship
Danny Lee,PGA Championship,"$19,350",2020,290.2,2020_pga_championship
Chez Reavie,PGA Championship,"$19,050",2020,276.7,2020_pga_championship
J.T. Poston,PGA Championship,"$19,050",2020,289.8,2020_pga_championship
Matt Wallace,PGA Championship,"$18,850",2020,294.7,2020_pga_championship
Jim Herman,PGA Championship,"$18,850",2020,284.2,2020_pga_championship
Sung Kang,PGA Championship,"$18,700",2020,288.5,2020_pga_championship
Michael Thompson,THE CJ CUP @ NINE BRIDGES,"$1,188,000",2020,,2020_the_cj_cup
Adam Long,THE CJ CUP @ NINE BRIDGES,"$719,400",2020,,2020_the_cj_cup
Max Homa,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Cameron Tringale,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Robby Shelton,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Richy Werenski,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Charles Howell III,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Charl Schwartzel,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Alex Noren,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Tony Finau,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Emiliano Grillo,THE CJ CUP @ NINE BRIDGES,"$250,800",2020,,2020_the_cj_cup
Ryan Moore,THE CJ CUP @ NINE BRIDGES,"$127,050",2020,,2020_the_cj_cup
Nick Watney,THE CJ CUP @ NINE BRIDGES,"$127,050",2020,,2020_the_cj_cup
Matthew Wolff,THE CJ CUP @ NINE BRIDGES,"$127,050",2020,,2020_the_cj_cup
Bo Hoag,THE CJ CUP @ NINE BRIDGES,"$127,050",2020,,2020_the_cj_cup
Xinjun Zhang,THE CJ CUP @ NINE BRIDGES,"$127,050",2020,,2020_the_cj_cup
Cameron Davis,THE CJ CUP @ NINE BRIDGES,"$127,050",2020,,2020_the_cj_cup
Talor Gooch,THE CJ CUP @ NINE BRIDGES,"$87,450",2020,,2020_the_cj_cup
Harris English,THE CJ CUP @ NINE BRIDGES,"$87,450",2020,,2020_the_cj_cup
Sepp Straka,THE CJ CUP @ NINE BRIDGES,"$87,450",2020,,2020_the_cj_cup
Doug Ghim,THE CJ CUP @ NINE BRIDGES,"$87,450",2020,,2020_the_cj_cup
Dylan Frittelli,THE CJ CUP @ NINE BRIDGES,"$87,450",2020,,2020_the_cj_cup
Henrik Norlander,THE CJ CUP @ NINE BRIDGES,"$63,690",2020,,2020_the_cj_cup
Aaron Baddeley,THE CJ CUP @ NINE BRIDGES,"$63,690",2020,,2020_the_cj_cup
Pat Perez,THE CJ CUP @ NINE BRIDGES,"$63,690",2020,,2020_the_cj_cup
Danny Lee,THE CJ CUP @ NINE BRIDGES,"$48,180",2020,,2020_the_cj_cup
Brice Garnett,THE CJ CUP @ NINE BRIDGES,"$48,180",2020,,2020_the_cj_cup
Hank Lebioda,THE CJ CUP @ NINE BRIDGES,"$48,180",2020,,2020_the_cj_cup
Michael Gligic,THE CJ CUP @ NINE BRIDGES,"$48,180",2020,,2020_the_cj_cup
Tom Lewis,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Patrick Rodgers,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Sam Burns,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Denny McCarthy,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Jason Dufner,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Kyle Stanley,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Luke List,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Rafa Cabrera Bello,THE CJ CUP @ NINE BRIDGES,"$34,577",2020,,2020_the_cj_cup
Chris Kirk,THE CJ CUP @ NINE BRIDGES,"$24,750",2020,,2020_the_cj_cup
Bronson Burgoon,THE CJ CUP @ NINE BRIDGES,"$24,750",2020,,2020_the_cj_cup
Brian Harman,THE CJ CUP @ NINE BRIDGES,"$24,750",2020,,2020_the_cj_cup
Adam Schenk,THE CJ CUP @ NINE BRIDGES,"$24,750",2020,,2020_the_cj_cup
Chris Baker,THE CJ CUP @ NINE BRIDGES,"$24,750",2020,,2020_the_cj_cup
Brandon Hagy,THE CJ CUP @ NINE BRIDGES,"$17,980",2020,,2020_the_cj_cup
Michael Gellerman,THE CJ CUP @ NINE BRIDGES,"$17,980",2020,,2020_the_cj_cup
Si Woo Kim,THE CJ CUP @ NINE BRIDGES,"$17,980",2020,,2020_the_cj_cup
Tom Hoge,THE CJ CUP @ NINE BRIDGES,"$17,980",2020,,2020_the_cj_cup
Patton Kizzire,THE CJ CUP @ NINE BRIDGES,"$17,980",2020,,2020_the_cj_cup
Stewart Cink,THE CJ CUP @ NINE BRIDGES,"$17,980",2020,,2020_the_cj_cup
Alex Cejka,THE CJ CUP @ NINE BRIDGES,"$17,980",2020,,2020_the_cj_cup
Arjun Atwal,THE CJ CUP @ NINE BRIDGES,"$15,686",2020,,2020_the_cj_cup
Robert Garrigus,THE CJ CUP @ NINE BRIDGES,"$15,686",2020,,2020_the_cj_cup
Tim Wilkinson,THE CJ CUP @ NINE BRIDGES,"$15,686",2020,,2020_the_cj_cup
Josh Teater,THE CJ CUP @ NINE BRIDGES,"$15,312",2020,,2020_the_cj_cup
Austin Cook,THE CJ CUP @ NINE BRIDGES,"$15,312",2020,,2020_the_cj_cup
Kramer Hickok,THE CJ CUP @ NINE BRIDGES,"$14,982",2020,,2020_the_cj_cup
Bill Haas,THE CJ CUP @ NINE BRIDGES,"$14,982",2020,,2020_the_cj_cup
John Merrick,THE CJ CUP @ NINE BRIDGES,"$14,982",2020,,2020_the_cj_cup
K.J. Choi,THE CJ CUP @ NINE BRIDGES,"$14,718",2020,,2020_the_cj_cup
Peter Uihlein,THE CJ CUP @ NINE BRIDGES,"$14,520",2020,,2020_the_cj_cup
Scott Stallings,THE CJ CUP @ NINE BRIDGES,"$14,520",2020,,2020_the_cj_cup
George McNeill,THE CJ CUP @ NINE BRIDGES,"$14,322",2020,,2020_the_cj_cup
Bo Van Pelt,THE CJ CUP @ NINE BRIDGES,"$14,190",2020,,2020_the_cj_cup
Kyoung-Hoon Lee,THE CJ CUP @ NINE BRIDGES,"$14,058",2020,,2020_the_cj_cup
Tommy Gainey,THE CJ CUP @ NINE BRIDGES,"$13,926",2020,,2020_the_cj_cup
Matt Every,THE CJ CUP @ NINE BRIDGES,"$13,794",2020,,2020_the_cj_cup
Jon Rahm,the Memorial Tournament presented by Nationwide,"$1,674,000",2020,302.1,2020_the_memorial_tournament
Ryan Palmer,the Memorial Tournament presented by Nationwide,"$1,013,700",2020,292.4,2020_the_memorial_tournament
Matt Fitzpatrick,the Memorial Tournament presented by Nationwide,"$641,700",2020,294.6,2020_the_memorial_tournament
Matt Wallace,the Memorial Tournament presented by Nationwide,"$418,500",2020,294.4,2020_the_memorial_tournament
Jason Day,the Memorial Tournament presented by Nationwide,"$418,500",2020,292.3,2020_the_memorial_tournament
Henrik Norlander,the Memorial Tournament presented by Nationwide,"$325,500",2020,279.0,2020_the_memorial_tournament
Mackenzie Hughes,the Memorial Tournament presented by Nationwide,"$325,500",2020,297.0,2020_the_memorial_tournament
Tony Finau,the Memorial Tournament presented by Nationwide,"$290,625",2020,319.9,2020_the_memorial_tournament
Kevin Na,the Memorial Tournament presented by Nationwide,"$272,025",2020,290.0,2020_the_memorial_tournament
Luke List,the Memorial Tournament presented by Nationwide,"$234,825",2020,308.6,2020_the_memorial_tournament
Xinjun Zhang,the Memorial Tournament presented by Nationwide,"$234,825",2020,295.9,2020_the_memorial_tournament
Patrick Reed,the Memorial Tournament presented by Nationwide,"$234,825",2020,296.5,2020_the_memorial_tournament
Harris English,the Memorial Tournament presented by Nationwide,"$171,585",2020,287.4,2020_the_memorial_tournament
Jordan Spieth,the Memorial Tournament presented by Nationwide,"$171,585",2020,294.2,2020_the_memorial_tournament
Xander Schauffele,the Memorial Tournament presented by Nationwide,"$171,585",2020,304.4,2020_the_memorial_tournament
Billy Horschel,the Memorial Tournament presented by Nationwide,"$171,585",2020,302.3,2020_the_memorial_tournament
Brendan Steele,the Memorial Tournament presented by Nationwide,"$171,585",2020,297.3,2020_the_memorial_tournament
Steve Stricker,the Memorial Tournament presented by Nationwide,"$127,875",2020,282.2,2020_the_memorial_tournament
Patrick Rodgers,the Memorial Tournament presented by Nationwide,"$127,875",2020,306.0,2020_the_memorial_tournament
Si Woo Kim,the Memorial Tournament presented by Nationwide,"$127,875",2020,303.0,2020_the_memorial_tournament
Justin Thomas,the Memorial Tournament presented by Nationwide,"$127,875",2020,300.9,2020_the_memorial_tournament
Dylan Frittelli,the Memorial Tournament presented by Nationwide,"$78,120",2020,297.4,2020_the_memorial_tournament
Gary Woodland,the Memorial Tournament presented by Nationwide,"$78,120",2020,293.3,2020_the_memorial_tournament
Keith Mitchell,the Memorial Tournament presented by Nationwide,"$78,120",2020,305.8,2020_the_memorial_tournament
Corey Conners,the Memorial Tournament presented by Nationwide,"$78,120",2020,297.5,2020_the_memorial_tournament
Scottie Scheffler,the Memorial Tournament presented by Nationwide,"$78,120",2020,303.2,2020_the_memorial_tournament
Brendon Todd,the Memorial Tournament presented by Nationwide,"$78,120",2020,285.2,2020_the_memorial_tournament
Chez Reavie,the Memorial Tournament presented by Nationwide,"$78,120",2020,290.9,2020_the_memorial_tournament
Matthew Wolff,the Memorial Tournament presented by Nationwide,"$78,120",2020,304.1,2020_the_memorial_tournament
Rory McIlroy,the Memorial Tournament presented by Nationwide,"$51,925",2020,305.3,2020_the_memorial_tournament
Sergio Garcia,the Memorial Tournament presented by Nationwide,"$51,925",2020,307.7,2020_the_memorial_tournament
Matt Kuchar,the Memorial Tournament presented by Nationwide,"$51,925",2020,291.3,2020_the_memorial_tournament
Bubba Watson,the Memorial Tournament presented by Nationwide,"$51,925",2020,307.1,2020_the_memorial_tournament
Danny Willett,the Memorial Tournament presented by Nationwide,"$51,925",2020,302.1,2020_the_memorial_tournament
Patrick Cantlay,the Memorial Tournament presented by Nationwide,"$51,925",2020,300.9,2020_the_memorial_tournament
Carl Pettersson,the Memorial Tournament presented by Nationwide,"$43,245",2020,286.4,2020_the_memorial_tournament
Lucas Glover,the Memorial Tournament presented by Nationwide,"$43,245",2020,291.5,2020_the_memorial_tournament
Ryan Moore,the Memorial Tournament presented by Nationwide,"$37,665",2020,285.0,2020_the_memorial_tournament
Marc Leishman,the Memorial Tournament presented by Nationwide,"$37,665",2020,290.3,2020_the_memorial_tournament
Scott Harrington,the Memorial Tournament presented by Nationwide,"$37,665",2020,299.8,2020_the_memorial_tournament
Tiger Woods,the Memorial Tournament presented by Nationwide,"$37,665",2020,288.3,2020_the_memorial_tournament
Jason Dufner,the Memorial Tournament presented by Nationwide,"$30,225",2020,288.9,2020_the_memorial_tournament
C.T. Pan,the Memorial Tournament presented by Nationwide,"$30,225",2020,289.3,2020_the_memorial_tournament
Lanto Griffin,the Memorial Tournament presented by Nationwide,"$30,225",2020,283.4,2020_the_memorial_tournament
Bud Cauley,the Memorial Tournament presented by Nationwide,"$30,225",2020,291.0,2020_the_memorial_tournament
Carlos Ortiz,the Memorial Tournament presented by Nationwide,"$23,839",2020,298.7,2020_the_memorial_tournament
Viktor Hovland,the Memorial Tournament presented by Nationwide,"$23,839",2020,302.8,2020_the_memorial_tournament
Sebastián Muñoz,the Memorial Tournament presented by Nationwide,"$23,839",2020,296.7,2020_the_memorial_tournament
Jim Furyk,the Memorial Tournament presented by Nationwide,"$23,839",2020,282.4,2020_the_memorial_tournament
Charles Howell III,the Memorial Tournament presented by Nationwide,"$23,839",2020,299.3,2020_the_memorial_tournament
Collin Morikawa,the Memorial Tournament presented by Nationwide,"$23,839",2020,293.5,2020_the_memorial_tournament
Phil Mickelson,the Memorial Tournament presented by Nationwide,"$21,762",2020,307.2,2020_the_memorial_tournament
Kevin Streelman,the Memorial Tournament presented by Nationwide,"$21,762",2020,292.9,2020_the_memorial_tournament
Louis Oosthuizen,the Memorial Tournament presented by Nationwide,"$21,762",2020,295.4,2020_the_memorial_tournament
Adam Hadwin,the Memorial Tournament presented by Nationwide,"$21,762",2020,287.2,2020_the_memorial_tournament
Denny McCarthy,the Memorial Tournament presented by Nationwide,"$21,111",2020,290.8,2020_the_memorial_tournament
Abraham Ancer,the Memorial Tournament presented by Nationwide,"$21,111",2020,298.6,2020_the_memorial_tournament
Zach Johnson,the Memorial Tournament presented by Nationwide,"$21,111",2020,291.1,2020_the_memorial_tournament
Sepp Straka,the Memorial Tournament presented by Nationwide,"$20,739",2020,299.5,2020_the_memorial_tournament
Bo Hoag,the Memorial Tournament presented by Nationwide,"$20,088",2020,289.3,2020_the_memorial_tournament
Jimmy Walker,the Memorial Tournament presented by Nationwide,"$20,088",2020,293.5,2020_the_memorial_tournament
Scott Piercy,the Memorial Tournament presented by Nationwide,"$20,088",2020,302.1,2020_the_memorial_tournament
Stewart Cink,the Memorial Tournament presented by Nationwide,"$20,088",2020,297.7,2020_the_memorial_tournament
Vijay Singh,the Memorial Tournament presented by Nationwide,"$20,088",2020,284.2,2020_the_memorial_tournament
Brooks Koepka,the Memorial Tournament presented by Nationwide,"$20,088",2020,300.6,2020_the_memorial_tournament
William McGirt,the Memorial Tournament presented by Nationwide,"$19,158",2020,278.2,2020_the_memorial_tournament
Keegan Bradley,the Memorial Tournament presented by Nationwide,"$19,158",2020,298.3,2020_the_memorial_tournament
Tyler Duncan,the Memorial Tournament presented by Nationwide,"$19,158",2020,293.0,2020_the_memorial_tournament
Cameron Smith,the Memorial Tournament presented by Nationwide,"$19,158",2020,288.5,2020_the_memorial_tournament
Mark Hubbard,the Memorial Tournament presented by Nationwide,"$18,693",2020,287.7,2020_the_memorial_tournament
Sung Kang,the Memorial Tournament presented by Nationwide,"$18,507",2020,299.1,2020_the_memorial_tournament
Joel Dahmen,the Memorial Tournament presented by Nationwide,"$18,321",2020,293.2,2020_the_memorial_tournament
Michael Thompson,THE NORTHERN TRUST,"$1,188,000",2020,,2020_the_northern_trust
Adam Long,THE NORTHERN TRUST,"$719,400",2020,286.6,2020_the_northern_trust
Cameron Tringale,THE NORTHERN TRUST,"$250,800",2020,289.7,2020_the_northern_trust
Emiliano Grillo,THE NORTHERN TRUST,"$250,800",2020,289.9,2020_the_northern_trust
Tony Finau,THE NORTHERN TRUST,"$250,800",2020,,2020_the_northern_trust
Max Homa,THE NORTHERN TRUST,"$250,800",2020,,2020_the_northern_trust
Robby Shelton,THE NORTHERN TRUST,"$250,800",2020,286.7,2020_the_northern_trust
Richy Werenski,THE NORTHERN TRUST,"$250,800",2020,289.8,2020_the_northern_trust
Alex Noren,THE NORTHERN TRUST,"$250,800",2020,289.8,2020_the_northern_trust
Charl Schwartzel,THE NORTHERN TRUST,"$250,800",2020,,2020_the_northern_trust
Charles Howell III,THE NORTHERN TRUST,"$250,800",2020,292.5,2020_the_northern_trust
Matthew Wolff,THE NORTHERN TRUST,"$127,050",2020,299.3,2020_the_northern_trust
Nick Watney,THE NORTHERN TRUST,"$127,050",2020,,2020_the_northern_trust
Ryan Moore,THE NORTHERN TRUST,"$127,050",2020,,2020_the_northern_trust
Cameron Davis,THE NORTHERN TRUST,"$127,050",2020,296.5,2020_the_northern_trust
Xinjun Zhang,THE NORTHERN TRUST,"$127,050",2020,,2020_the_northern_trust
Bo Hoag,THE NORTHERN TRUST,"$127,050",2020,,2020_the_northern_trust
Harris English,THE NORTHERN TRUST,"$87,450",2020,289.8,2020_the_northern_trust
Dylan Frittelli,THE NORTHERN TRUST,"$87,450",2020,,2020_the_northern_trust
Talor Gooch,THE NORTHERN TRUST,"$87,450",2020,287.4,2020_the_northern_trust
Sepp Straka,THE NORTHERN TRUST,"$87,450",2020,,2020_the_northern_trust
Doug Ghim,THE NORTHERN TRUST,"$87,450",2020,,2020_the_northern_trust
Pat Perez,THE NORTHERN TRUST,"$63,690",2020,,2020_the_northern_trust
Aaron Baddeley,THE NORTHERN TRUST,"$63,690",2020,,2020_the_northern_trust
Henrik Norlander,THE NORTHERN TRUST,"$63,690",2020,,2020_the_northern_trust
Michael Gligic,THE NORTHERN TRUST,"$48,180",2020,,2020_the_northern_trust
Danny Lee,THE NORTHERN TRUST,"$48,180",2020,293.2,2020_the_northern_trust
Brice Garnett,THE NORTHERN TRUST,"$48,180",2020,,2020_the_northern_trust
Hank Lebioda,THE NORTHERN TRUST,"$48,180",2020,,2020_the_northern_trust
Sam Burns,THE NORTHERN TRUST,"$34,577",2020,,2020_the_northern_trust
Denny McCarthy,THE NORTHERN TRUST,"$34,577",2020,285.7,2020_the_northern_trust
Jason Dufner,THE NORTHERN TRUST,"$34,577",2020,,2020_the_northern_trust
Rafa Cabrera Bello,THE NORTHERN TRUST,"$34,577",2020,,2020_the_northern_trust
Luke List,THE NORTHERN TRUST,"$34,577",2020,,2020_the_northern_trust
Kyle Stanley,THE NORTHERN TRUST,"$34,577",2020,,2020_the_northern_trust
Tom Lewis,THE NORTHERN TRUST,"$34,577",2020,,2020_the_northern_trust
Patrick Rodgers,THE NORTHERN TRUST,"$34,577",2020,291.4,2020_the_northern_trust
Chris Kirk,THE NORTHERN TRUST,"$24,750",2020,,2020_the_northern_trust
Bronson Burgoon,THE NORTHERN TRUST,"$24,750",2020,,2020_the_northern_trust
Brian Harman,THE NORTHERN TRUST,"$24,750",2020,287.1,2020_the_northern_trust
