player,Tournament,winnings,year,avg_driving_distance,tournament
Henrik Norlander,Houston Open,"$21,825",2020,278.9,2020_houston_open
D.J. Trahan,Houston Open,"$21,825",2020,285.3,2020_houston_open
Lucas Bjerregaard,Houston Open,"$21,825",2020,296.5,2020_houston_open
Roberto Castro,Houston Open,"$21,825",2020,279.0,2020_houston_open
Bo Hoag,Houston Open,"$18,263",2020,277.3,2020_houston_open
Patrick Rodgers,Houston Open,"$18,263",2020,291.3,2020_houston_open
Michael Gellerman,Houston Open,"$18,263",2020,279.0,2020_houston_open
John Huh,Houston Open,"$17,400",2020,272.7,2020_houston_open
Mackenzie Hughes,Houston Open,"$17,400",2020,284.9,2020_houston_open
Ben Taylor,Houston Open,"$17,400",2020,280.6,2020_houston_open
Rich Beem,Houston Open,"$17,400",2020,280.5,2020_houston_open
Rafael Campos,Houston Open,"$16,950",2020,285.4,2020_houston_open
Dominic Bozzelli,Houston Open,"$16,950",2020,279.7,2020_houston_open
Russell Henley,Houston Open,"$16,500",2020,274.4,2020_houston_open
Chris Stroud,Houston Open,"$16,500",2020,276.8,2020_houston_open
J.J. Henry,Houston Open,"$16,500",2020,273.2,2020_houston_open
Seamus Power,Houston Open,"$16,500",2020,283.1,2020_houston_open
Shawn Stefani,Houston Open,"$15,900",2020,287.7,2020_houston_open
George McNeill,Houston Open,"$15,900",2020,277.5,2020_houston_open
Sebastian Cappelen,Houston Open,"$15,900",2020,290.0,2020_houston_open
Robert Garrigus,Houston Open,"$15,375",2020,282.6,2020_houston_open
Graham DeLaet,Houston Open,"$15,375",2020,285.9,2020_houston_open
J.J. Spaun,Houston Open,"$15,075",2020,284.3,2020_houston_open
Joseph Bramlett,Houston Open,"$14,850",2020,278.6,2020_houston_open
Nelson Ledesma,Houston Open,"$14,850",2020,282.6,2020_houston_open
Rhein Gibson,Houston Open,"$14,625",2020,281.6,2020_houston_open
Jim Herman,Houston Open,"$14,475",2020,278.4,2020_houston_open
Bill Haas,Houston Open,"$14,325",2020,275.5,2020_houston_open
Kevin Na,Shriners Hospitals for Children Open,"$1,260,000",2020,301.1,2020_shriners_hospitals_for_children_open
Patrick Cantlay,Shriners Hospitals for Children Open,"$763,000",2020,317.4,2020_shriners_hospitals_for_children_open
Pat Perez,Shriners Hospitals for Children Open,"$483,000",2020,298.6,2020_shriners_hospitals_for_children_open
Brian Stuard,Shriners Hospitals for Children Open,"$294,583",2020,288.4,2020_shriners_hospitals_for_children_open
Adam Hadwin,Shriners Hospitals for Children Open,"$294,583",2020,295.2,2020_shriners_hospitals_for_children_open
Bryson DeChambeau,Shriners Hospitals for Children Open,"$294,583",2020,309.1,2020_shriners_hospitals_for_children_open
Webb Simpson,Shriners Hospitals for Children Open,"$227,500",2020,295.5,2020_shriners_hospitals_for_children_open
Brian Gay,Shriners Hospitals for Children Open,"$227,500",2020,296.7,2020_shriners_hospitals_for_children_open
Lucas Glover,Shriners Hospitals for Children Open,"$183,750",2020,301.6,2020_shriners_hospitals_for_children_open
Tony Finau,Shriners Hospitals for Children Open,"$183,750",2020,309.6,2020_shriners_hospitals_for_children_open
Denny McCarthy,Shriners Hospitals for Children Open,"$183,750",2020,294.1,2020_shriners_hospitals_for_children_open
Joel Dahmen,Shriners Hospitals for Children Open,"$183,750",2020,305.2,2020_shriners_hospitals_for_children_open
Cameron Smith,Shriners Hospitals for Children Open,"$137,083",2020,301.0,2020_shriners_hospitals_for_children_open
Luke List,Shriners Hospitals for Children Open,"$137,083",2020,308.8,2020_shriners_hospitals_for_children_open
Ryan Moore,Shriners Hospitals for Children Open,"$137,083",2020,290.8,2020_shriners_hospitals_for_children_open
Xinjun Zhang,Shriners Hospitals for Children Open,"$117,250",2020,298.6,2020_shriners_hospitals_for_children_open
Hideki Matsuyama,Shriners Hospitals for Children Open,"$117,250",2020,296.8,2020_shriners_hospitals_for_children_open
Andrew Putnam,Shriners Hospitals for Children Open,"$75,377",2020,286.7,2020_shriners_hospitals_for_children_open
Chesson Hadley,Shriners Hospitals for Children Open,"$75,377",2020,296.7,2020_shriners_hospitals_for_children_open
Lanto Griffin,Shriners Hospitals for Children Open,"$75,377",2020,303.2,2020_shriners_hospitals_for_children_open
Matthew Wolff,Shriners Hospitals for Children Open,"$75,377",2020,304.7,2020_shriners_hospitals_for_children_open
Matthew NeSmith,Shriners Hospitals for Children Open,"$75,377",2020,285.1,2020_shriners_hospitals_for_children_open
Sam Ryder,Shriners Hospitals for Children Open,"$75,377",2020,299.2,2020_shriners_hospitals_for_children_open
Daniel Berger,Shriners Hospitals for Children Open,"$75,377",2020,305.4,2020_shriners_hospitals_for_children_open
Kris Ventura,Shriners Hospitals for Children Open,"$75,377",2020,296.0,2020_shriners_hospitals_for_children_open
Brian Harman,Shriners Hospitals for Children Open,"$75,377",2020,297.6,2020_shriners_hospitals_for_children_open
Matt Every,Shriners Hospitals for Children Open,"$75,377",2020,294.3,2020_shriners_hospitals_for_children_open
Adam Schenk,Shriners Hospitals for Children Open,"$75,377",2020,303.2,2020_shriners_hospitals_for_children_open
Ben Taylor,Shriners Hospitals for Children Open,"$43,900",2020,292.8,2020_shriners_hospitals_for_children_open
Matt Jones,Shriners Hospitals for Children Open,"$43,900",2020,304.3,2020_shriners_hospitals_for_children_open
Nick Taylor,Shriners Hospitals for Children Open,"$43,900",2020,301.6,2020_shriners_hospitals_for_children_open
Sung Kang,Shriners Hospitals for Children Open,"$43,900",2020,309.2,2020_shriners_hospitals_for_children_open
Kevin Tway,Shriners Hospitals for Children Open,"$43,900",2020,306.1,2020_shriners_hospitals_for_children_open
Brendan Steele,Shriners Hospitals for Children Open,"$43,900",2020,301.0,2020_shriners_hospitals_for_children_open
Beau Hossler,Shriners Hospitals for Children Open,"$43,900",2020,308.9,2020_shriners_hospitals_for_children_open
Russell Henley,Shriners Hospitals for Children Open,"$33,320",2020,291.0,2020_shriners_hospitals_for_children_open
Carlos Ortiz,Shriners Hospitals for Children Open,"$33,320",2020,301.7,2020_shriners_hospitals_for_children_open
Maverick McNealy,Shriners Hospitals for Children Open,"$33,320",2020,305.6,2020_shriners_hospitals_for_children_open
Aaron Baddeley,Shriners Hospitals for Children Open,"$33,320",2020,292.9,2020_shriners_hospitals_for_children_open
Ryan Palmer,Shriners Hospitals for Children Open,"$33,320",2020,307.4,2020_shriners_hospitals_for_children_open
Adam Scott,Shriners Hospitals for Children Open,"$25,550",2020,300.0,2020_shriners_hospitals_for_children_open
Collin Morikawa,Shriners Hospitals for Children Open,"$25,550",2020,302.0,2020_shriners_hospitals_for_children_open
Doc Redman,Shriners Hospitals for Children Open,"$25,550",2020,297.1,2020_shriners_hospitals_for_children_open
Robby Shelton,Shriners Hospitals for Children Open,"$25,550",2020,301.7,2020_shriners_hospitals_for_children_open
Patton Kizzire,Shriners Hospitals for Children Open,"$25,550",2020,291.7,2020_shriners_hospitals_for_children_open
Mark Hubbard,Shriners Hospitals for Children Open,"$25,550",2020,288.8,2020_shriners_hospitals_for_children_open
John Huh,Shriners Hospitals for Children Open,"$18,330",2020,287.8,2020_shriners_hospitals_for_children_open
Russell Knox,Shriners Hospitals for Children Open,"$18,330",2020,299.5,2020_shriners_hospitals_for_children_open
Kyle Stanley,Shriners Hospitals for Children Open,"$18,330",2020,292.8,2020_shriners_hospitals_for_children_open
Harold Varner III,Shriners Hospitals for Children Open,"$18,330",2020,300.1,2020_shriners_hospitals_for_children_open
Brandt Snedeker,Shriners Hospitals for Children Open,"$18,330",2020,289.1,2020_shriners_hospitals_for_children_open
Martin Laird,Shriners Hospitals for Children Open,"$18,330",2020,303.5,2020_shriners_hospitals_for_children_open
Chris Stroud,Shriners Hospitals for Children Open,"$18,330",2020,289.3,2020_shriners_hospitals_for_children_open
Fabián Gómez,Shriners Hospitals for Children Open,"$16,240",2020,290.4,2020_shriners_hospitals_for_children_open
Bronson Burgoon,Shriners Hospitals for Children Open,"$16,240",2020,294.9,2020_shriners_hospitals_for_children_open
Jim Furyk,Shriners Hospitals for Children Open,"$16,240",2020,291.3,2020_shriners_hospitals_for_children_open
Gary Woodland,Shriners Hospitals for Children Open,"$16,240",2020,305.1,2020_shriners_hospitals_for_children_open
Si Woo Kim,Shriners Hospitals for Children Open,"$16,240",2020,305.3,2020_shriners_hospitals_for_children_open
Scott Stallings,Shriners Hospitals for Children Open,"$16,240",2020,302.8,2020_shriners_hospitals_for_children_open
Phil Mickelson,Shriners Hospitals for Children Open,"$15,750",2020,305.7,2020_shriners_hospitals_for_children_open
Nate Lashley,Shriners Hospitals for Children Open,"$15,610",2020,295.0,2020_shriners_hospitals_for_children_open
Troy Merritt,Shriners Hospitals for Children Open,"$15,260",2020,295.8,2020_shriners_hospitals_for_children_open
Peter Uihlein,Shriners Hospitals for Children Open,"$15,260",2020,295.6,2020_shriners_hospitals_for_children_open
Jason Kokrak,Shriners Hospitals for Children Open,"$15,260",2020,305.1,2020_shriners_hospitals_for_children_open
James Hahn,Shriners Hospitals for Children Open,"$14,700",2020,296.8,2020_shriners_hospitals_for_children_open
Charles Howell III,Shriners Hospitals for Children Open,"$14,700",2020,296.9,2020_shriners_hospitals_for_children_open
Keegan Bradley,Shriners Hospitals for Children Open,"$14,490",2020,297.8,2020_shriners_hospitals_for_children_open
Talor Gooch,Shriners Hospitals for Children Open,"$14,280",2020,298.5,2020_shriners_hospitals_for_children_open
Danny Lee,Shriners Hospitals for Children Open,"$14,280",2020,308.4,2020_shriners_hospitals_for_children_open
Bo Hoag,Shriners Hospitals for Children Open,"$14,070",2020,290.3,2020_shriners_hospitals_for_children_open
Scottie Scheffler,Shriners Hospitals for Children Open,"$13,860",2020,303.1,2020_shriners_hospitals_for_children_open
Charley Hoffman,Shriners Hospitals for Children Open,"$13,860",2020,302.1,2020_shriners_hospitals_for_children_open
Rory McIlroy,The Honda Classic,"$1,458,000",2021,,2021_the_honda_classic
Abraham Ancer,The Honda Classic,"$882,900",2021,,2021_the_honda_classic
Viktor Hovland,The Honda Classic,"$477,900",2021,,2021_the_honda_classic
Keith Mitchell,The Honda Classic,"$477,900",2021,295.8,2021_the_honda_classic
Gary Woodland,The Honda Classic,"$332,100",2021,,2021_the_honda_classic
Patrick Reed,The Honda Classic,"$273,375",2021,,2021_the_honda_classic
Matt Wallace,The Honda Classic,"$273,375",2021,,2021_the_honda_classic
Luke List,The Honda Classic,"$273,375",2021,,2021_the_honda_classic
Bryson DeChambeau,The Honda Classic,"$228,825",2021,,2021_the_honda_classic
Aaron Wise,The Honda Classic,"$228,825",2021,290.2,2021_the_honda_classic
Satoshi Kodaira,The Honda Classic,"$188,325",2021,277.4,2021_the_honda_classic
Scott Piercy,The Honda Classic,"$188,325",2021,,2021_the_honda_classic
Ben Martin,The Honda Classic,"$188,325",2021,,2021_the_honda_classic
Emiliano Grillo,The Honda Classic,"$143,775",2021,,2021_the_honda_classic
Charl Schwartzel,The Honda Classic,"$143,775",2021,286.7,2021_the_honda_classic
Tommy Fleetwood,The Honda Classic,"$143,775",2021,,2021_the_honda_classic
Xander Schauffele,The Honda Classic,"$143,775",2021,,2021_the_honda_classic
J.J. Spaun,The Honda Classic,"$96,390",2021,,2021_the_honda_classic
Joel Dahmen,The Honda Classic,"$96,390",2021,,2021_the_honda_classic
Russell Knox,The Honda Classic,"$96,390",2021,,2021_the_honda_classic
Keegan Bradley,The Honda Classic,"$96,390",2021,288.3,2021_the_honda_classic
Bubba Watson,The Honda Classic,"$96,390",2021,,2021_the_honda_classic
Brian Harman,The Honda Classic,"$96,390",2021,,2021_the_honda_classic
C.T. Pan,The Honda Classic,"$96,390",2021,284.6,2021_the_honda_classic
Joaquin Niemann,The Honda Classic,"$96,390",2021,295.2,2021_the_honda_classic
Vincent Whaley,The Honda Classic,"$53,276",2021,289.3,2021_the_honda_classic
J.T. Poston,The Honda Classic,"$53,276",2021,,2021_the_honda_classic
Kyle Stanley,The Honda Classic,"$53,276",2021,,2021_the_honda_classic
Kevin Streelman,The Honda Classic,"$53,276",2021,284.2,2021_the_honda_classic
Nick Taylor,The Honda Classic,"$53,276",2021,,2021_the_honda_classic
Talor Gooch,The Honda Classic,"$53,276",2021,281.9,2021_the_honda_classic
Pat Perez,The Honda Classic,"$53,276",2021,286.5,2021_the_honda_classic
Justin Thomas,The Honda Classic,"$53,276",2021,,2021_the_honda_classic
Cameron Davis,The Honda Classic,"$53,276",2021,295.1,2021_the_honda_classic
Lanto Griffin,The Honda Classic,"$53,276",2021,,2021_the_honda_classic
Brandon Hagy,The Honda Classic,"$53,276",2021,298.8,2021_the_honda_classic
Richy Werenski,The Honda Classic,"$36,045",2021,,2021_the_honda_classic
Patrick Rodgers,The Honda Classic,"$36,045",2021,,2021_the_honda_classic
Brian Stuard,The Honda Classic,"$36,045",2021,,2021_the_honda_classic
Stewart Cink,The Honda Classic,"$36,045",2021,289.6,2021_the_honda_classic
Sean O'Hair,The Honda Classic,"$36,045",2021,,2021_the_honda_classic
Matt Jones,The Honda Classic,"$36,045",2021,286.8,2021_the_honda_classic
Jason Dufner,The Honda Classic,"$25,070",2021,279.4,2021_the_honda_classic
Scott Stallings,The Honda Classic,"$25,070",2021,,2021_the_honda_classic
Andrew Putnam,The Honda Classic,"$25,070",2021,,2021_the_honda_classic
Jhonattan Vegas,The Honda Classic,"$25,070",2021,289.7,2021_the_honda_classic
Harris English,The Honda Classic,"$25,070",2021,,2021_the_honda_classic
Peter Malnati,The Honda Classic,"$25,070",2021,,2021_the_honda_classic
Corey Conners,The Honda Classic,"$25,070",2021,,2021_the_honda_classic
Wyndham Clark,The Honda Classic,"$25,070",2021,,2021_the_honda_classic
Kramer Hickok,The Honda Classic,"$19,899",2021,,2021_the_honda_classic
Hank Lebioda,The Honda Classic,"$19,899",2021,,2021_the_honda_classic
Zach Johnson,The Honda Classic,"$19,899",2021,282.8,2021_the_honda_classic
Hunter Mahan,The Honda Classic,"$18,954",2021,,2021_the_honda_classic
Seamus Power,The Honda Classic,"$18,954",2021,,2021_the_honda_classic
Ryan Moore,The Honda Classic,"$18,954",2021,,2021_the_honda_classic
Sepp Straka,The Honda Classic,"$18,954",2021,287.0,2021_the_honda_classic
Johnson Wagner,The Honda Classic,"$18,063",2021,,2021_the_honda_classic
Tim Wilkinson,The Honda Classic,"$18,063",2021,,2021_the_honda_classic
Matthew NeSmith,The Honda Classic,"$18,063",2021,286.7,2021_the_honda_classic
Roger Sloan,The Honda Classic,"$18,063",2021,288.9,2021_the_honda_classic
Michael Gligic,The Honda Classic,"$18,063",2021,,2021_the_honda_classic
Patton Kizzire,The Honda Classic,"$18,063",2021,,2021_the_honda_classic
Kyoung-Hoon Lee,The Honda Classic,"$18,063",2021,,2021_the_honda_classic
Shane Lowry,The Honda Classic,"$17,172",2021,292.7,2021_the_honda_classic
Carlos Ortiz,The Honda Classic,"$17,172",2021,,2021_the_honda_classic
Bo Van Pelt,The Honda Classic,"$17,172",2021,,2021_the_honda_classic
Jonas Blixt,The Honda Classic,"$17,172",2021,,2021_the_honda_classic
Phil Mickelson,The Honda Classic,"$16,767",2021,291.8,2021_the_honda_classic
K.J. Choi,The Honda Classic,"$16,524",2021,,2021_the_honda_classic
Brendan Steele,The Honda Classic,"$16,524",2021,284.3,2021_the_honda_classic
"Ted Potter, Jr.",The Honda Classic,"$16,038",2021,273.0,2021_the_honda_classic
Jimmy Walker,The Honda Classic,"$16,038",2021,284.6,2021_the_honda_classic
Kevin Tway,The Honda Classic,"$16,038",2021,,2021_the_honda_classic
Russell Henley,The Honda Classic,"$16,038",2021,279.4,2021_the_honda_classic
D.J. Trahan,The Honda Classic,"$15,633",2021,281.8,2021_the_honda_classic
Beau Hossler,The Honda Classic,"$15,471",2021,293.1,2021_the_honda_classic
Justin Thomas,THE PLAYERS Championship,"$2,700,000",2021,295.9,2021_the_players_championship
Lee Westwood,THE PLAYERS Championship,"$1,635,000",2021,279.5,2021_the_players_championship
Brian Harman,THE PLAYERS Championship,"$885,000",2021,287.9,2021_the_players_championship
Bryson DeChambeau,THE PLAYERS Championship,"$885,000",2021,294.8,2021_the_players_championship
Talor Gooch,THE PLAYERS Championship,"$579,375",2021,279.6,2021_the_players_championship
Paul Casey,THE PLAYERS Championship,"$579,375",2021,288.4,2021_the_players_championship
Corey Conners,THE PLAYERS Championship,"$506,250",2021,287.5,2021_the_players_championship
Shane Lowry,THE PLAYERS Championship,"$468,750",2021,284.7,2021_the_players_championship
Si Woo Kim,THE PLAYERS Championship,"$339,375",2021,282.7,2021_the_players_championship
Daniel Berger,THE PLAYERS Championship,"$339,375",2021,286.4,2021_the_players_championship
Matt Fitzpatrick,THE PLAYERS Championship,"$339,375",2021,287.3,2021_the_players_championship
Jon Rahm,THE PLAYERS Championship,"$339,375",2021,294.9,2021_the_players_championship
Sergio Garcia,THE PLAYERS Championship,"$339,375",2021,286.7,2021_the_players_championship
Charles Howell III,THE PLAYERS Championship,"$339,375",2021,294.2,2021_the_players_championship
Jason Kokrak,THE PLAYERS Championship,"$339,375",2021,293.8,2021_the_players_championship
Charley Hoffman,THE PLAYERS Championship,"$221,250",2021,289.4,2021_the_players_championship
Ryan Palmer,THE PLAYERS Championship,"$221,250",2021,288.4,2021_the_players_championship
Sungjae Im,THE PLAYERS Championship,"$221,250",2021,287.7,2021_the_players_championship
Cameron Smith,THE PLAYERS Championship,"$221,250",2021,287.0,2021_the_players_championship
Adam Long,THE PLAYERS Championship,"$135,964",2021,280.7,2021_the_players_championship
Tom Hoge,THE PLAYERS Championship,"$135,964",2021,279.6,2021_the_players_championship
Patrick Reed,THE PLAYERS Championship,"$135,964",2021,280.7,2021_the_players_championship
Tyler McCumber,THE PLAYERS Championship,"$135,964",2021,292.2,2021_the_players_championship
J.T. Poston,THE PLAYERS Championship,"$135,964",2021,284.6,2021_the_players_championship
Abraham Ancer,THE PLAYERS Championship,"$135,964",2021,282.2,2021_the_players_championship
Dylan Frittelli,THE PLAYERS Championship,"$135,964",2021,289.9,2021_the_players_championship
Cameron Percy,THE PLAYERS Championship,"$96,125",2021,280.8,2021_the_players_championship
Doug Ghim,THE PLAYERS Championship,"$96,125",2021,279.0,2021_the_players_championship
Joaquin Niemann,THE PLAYERS Championship,"$96,125",2021,294.7,2021_the_players_championship
Harry Higgs,THE PLAYERS Championship,"$96,125",2021,282.1,2021_the_players_championship
Adam Hadwin,THE PLAYERS Championship,"$96,125",2021,278.6,2021_the_players_championship
Keegan Bradley,THE PLAYERS Championship,"$96,125",2021,284.0,2021_the_players_championship
Patton Kizzire,THE PLAYERS Championship,"$73,125",2021,280.7,2021_the_players_championship
Lanto Griffin,THE PLAYERS Championship,"$73,125",2021,287.6,2021_the_players_championship
Phil Mickelson,THE PLAYERS Championship,"$73,125",2021,288.8,2021_the_players_championship
Brendon Todd,THE PLAYERS Championship,"$73,125",2021,272.4,2021_the_players_championship
Ryan Moore,THE PLAYERS Championship,"$73,125",2021,277.3,2021_the_players_championship
Jason Day,THE PLAYERS Championship,"$73,125",2021,292.5,2021_the_players_championship
Brendan Steele,THE PLAYERS Championship,"$53,250",2021,282.4,2021_the_players_championship
James Hahn,THE PLAYERS Championship,"$53,250",2021,284.9,2021_the_players_championship
Louis Oosthuizen,THE PLAYERS Championship,"$53,250",2021,279.4,2021_the_players_championship
Zach Johnson,THE PLAYERS Championship,"$53,250",2021,283.5,2021_the_players_championship
Kyoung-Hoon Lee,THE PLAYERS Championship,"$53,250",2021,288.0,2021_the_players_championship
Collin Morikawa,THE PLAYERS Championship,"$53,250",2021,283.3,2021_the_players_championship
Jordan Spieth,THE PLAYERS Championship,"$38,036",2021,290.3,2021_the_players_championship
Adam Scott,THE PLAYERS Championship,"$38,036",2021,298.9,2021_the_players_championship
Nick Taylor,THE PLAYERS Championship,"$38,036",2021,286.3,2021_the_players_championship
Lucas Glover,THE PLAYERS Championship,"$38,036",2021,281.0,2021_the_players_championship
Michael Thompson,THE PLAYERS Championship,"$38,036",2021,279.8,2021_the_players_championship
Dustin Johnson,THE PLAYERS Championship,"$38,036",2021,298.3,2021_the_players_championship
Chris Kirk,THE PLAYERS Championship,"$38,036",2021,283.7,2021_the_players_championship
Matt Jones,THE PLAYERS Championship,"$34,950",2021,292.1,2021_the_players_championship
Ryan Armour,THE PLAYERS Championship,"$34,950",2021,277.2,2021_the_players_championship
Denny McCarthy,THE PLAYERS Championship,"$34,950",2021,276.2,2021_the_players_championship
Kramer Hickok,THE PLAYERS Championship,"$34,050",2021,278.5,2021_the_players_championship
Brian Stuard,THE PLAYERS Championship,"$34,050",2021,272.6,2021_the_players_championship
Billy Horschel,THE PLAYERS Championship,"$34,050",2021,282.0,2021_the_players_championship
Scott Brown,THE PLAYERS Championship,"$33,000",2021,281.0,2021_the_players_championship
Jhonattan Vegas,THE PLAYERS Championship,"$33,000",2021,289.2,2021_the_players_championship
Scott Harrington,THE PLAYERS Championship,"$33,000",2021,291.3,2021_the_players_championship
Harold Varner III,THE PLAYERS Championship,"$33,000",2021,289.9,2021_the_players_championship
Patrick Rodgers,THE PLAYERS Championship,"$32,100",2021,293.3,2021_the_players_championship
Aaron Wise,THE PLAYERS Championship,"$32,100",2021,285.6,2021_the_players_championship
Russell Knox,THE PLAYERS Championship,"$31,500",2021,277.2,2021_the_players_championship
Rory Sabbatini,THE PLAYERS Championship,"$31,500",2021,278.5,2021_the_players_championship
Scott Piercy,THE PLAYERS Championship,"$30,900",2021,280.4,2021_the_players_championship
Martin Laird,THE PLAYERS Championship,"$30,900",2021,283.5,2021_the_players_championship
Nate Lashley,THE PLAYERS Championship,"$30,450",2021,279.1,2021_the_players_championship
Brooks Koepka,Waste Management Phoenix Open,"$1,314,000",2021,315.7,2021_waste_management_phoenix_open
Xander Schauffele,Waste Management Phoenix Open,"$649,700",2021,321.9,2021_waste_management_phoenix_open
Kyoung-Hoon Lee,Waste Management Phoenix Open,"$649,700",2021,307.6,2021_waste_management_phoenix_open
Steve Stricker,Waste Management Phoenix Open,"$307,208",2021,293.1,2021_waste_management_phoenix_open
Carlos Ortiz,Waste Management Phoenix Open,"$307,208",2021,313.4,2021_waste_management_phoenix_open
Jordan Spieth,Waste Management Phoenix Open,"$307,208",2021,309.9,2021_waste_management_phoenix_open
Matthew NeSmith,Waste Management Phoenix Open,"$229,342",2021,305.0,2021_waste_management_phoenix_open
Scottie Scheffler,Waste Management Phoenix Open,"$229,342",2021,314.8,2021_waste_management_phoenix_open
Andrew Putnam,Waste Management Phoenix Open,"$229,342",2021,291.9,2021_waste_management_phoenix_open
James Hahn,Waste Management Phoenix Open,"$198,925",2021,300.1,2021_waste_management_phoenix_open
Louis Oosthuizen,Waste Management Phoenix Open,"$177,025",2021,301.3,2021_waste_management_phoenix_open
J.T. Poston,Waste Management Phoenix Open,"$177,025",2021,307.1,2021_waste_management_phoenix_open
Jon Rahm,Waste Management Phoenix Open,"$138,700",2021,313.3,2021_waste_management_phoenix_open
Harold Varner III,Waste Management Phoenix Open,"$138,700",2021,304.7,2021_waste_management_phoenix_open
Justin Thomas,Waste Management Phoenix Open,"$138,700",2021,311.1,2021_waste_management_phoenix_open
Rory McIlroy,Waste Management Phoenix Open,"$138,700",2021,323.7,2021_waste_management_phoenix_open
Nate Lashley,Waste Management Phoenix Open,"$104,025",2021,299.9,2021_waste_management_phoenix_open
Cameron Tringale,Waste Management Phoenix Open,"$104,025",2021,310.2,2021_waste_management_phoenix_open
Sungjae Im,Waste Management Phoenix Open,"$104,025",2021,304.1,2021_waste_management_phoenix_open
Corey Conners,Waste Management Phoenix Open,"$104,025",2021,307.4,2021_waste_management_phoenix_open
Richy Werenski,Waste Management Phoenix Open,"$64,423",2021,304.1,2021_waste_management_phoenix_open
Sam Burns,Waste Management Phoenix Open,"$64,423",2021,320.7,2021_waste_management_phoenix_open
Keegan Bradley,Waste Management Phoenix Open,"$64,423",2021,301.2,2021_waste_management_phoenix_open
Bubba Watson,Waste Management Phoenix Open,"$64,423",2021,312.0,2021_waste_management_phoenix_open
Henrik Norlander,Waste Management Phoenix Open,"$64,423",2021,301.3,2021_waste_management_phoenix_open
Brendon Todd,Waste Management Phoenix Open,"$64,423",2021,279.5,2021_waste_management_phoenix_open
Kevin Streelman,Waste Management Phoenix Open,"$64,423",2021,302.7,2021_waste_management_phoenix_open
Emiliano Grillo,Waste Management Phoenix Open,"$64,423",2021,309.9,2021_waste_management_phoenix_open
Brendan Steele,Waste Management Phoenix Open,"$44,713",2021,306.7,2021_waste_management_phoenix_open
Matt Jones,Waste Management Phoenix Open,"$44,713",2021,312.2,2021_waste_management_phoenix_open
Luke List,Waste Management Phoenix Open,"$44,713",2021,315.9,2021_waste_management_phoenix_open
Bo Van Pelt,Waste Management Phoenix Open,"$44,713",2021,303.1,2021_waste_management_phoenix_open
Russell Henley,Waste Management Phoenix Open,"$44,713",2021,297.6,2021_waste_management_phoenix_open
Mark Hubbard,Waste Management Phoenix Open,"$44,713",2021,291.1,2021_waste_management_phoenix_open
Bo Hoag,Waste Management Phoenix Open,"$34,006",2021,303.1,2021_waste_management_phoenix_open
Wyndham Clark,Waste Management Phoenix Open,"$34,006",2021,317.4,2021_waste_management_phoenix_open
Matthew Wolff,Waste Management Phoenix Open,"$34,006",2021,316.8,2021_waste_management_phoenix_open
Kyle Stanley,Waste Management Phoenix Open,"$34,006",2021,307.0,2021_waste_management_phoenix_open
Scott Stallings,Waste Management Phoenix Open,"$34,006",2021,303.4,2021_waste_management_phoenix_open
Brian Harman,Waste Management Phoenix Open,"$34,006",2021,296.5,2021_waste_management_phoenix_open
Webb Simpson,Waste Management Phoenix Open,"$23,853",2021,298.4,2021_waste_management_phoenix_open
Hideki Matsuyama,Waste Management Phoenix Open,"$23,853",2021,307.9,2021_waste_management_phoenix_open
Zach Johnson,Waste Management Phoenix Open,"$23,853",2021,296.9,2021_waste_management_phoenix_open
Matt Kuchar,Waste Management Phoenix Open,"$23,853",2021,297.9,2021_waste_management_phoenix_open
Ryan Palmer,Waste Management Phoenix Open,"$23,853",2021,315.4,2021_waste_management_phoenix_open
Grayson Murray,Waste Management Phoenix Open,"$23,853",2021,312.9,2021_waste_management_phoenix_open
Max Homa,Waste Management Phoenix Open,"$23,853",2021,308.7,2021_waste_management_phoenix_open
Si Woo Kim,Waste Management Phoenix Open,"$18,323",2021,301.6,2021_waste_management_phoenix_open
Adam Hadwin,Waste Management Phoenix Open,"$18,323",2021,303.6,2021_waste_management_phoenix_open
Patton Kizzire,Waste Management Phoenix Open,"$18,323",2021,305.2,2021_waste_management_phoenix_open
Russell Knox,Waste Management Phoenix Open,"$17,265",2021,304.6,2021_waste_management_phoenix_open
Billy Horschel,Waste Management Phoenix Open,"$17,265",2021,307.2,2021_waste_management_phoenix_open
Byeong Hun An,Waste Management Phoenix Open,"$17,265",2021,311.0,2021_waste_management_phoenix_open
Robby Shelton,Waste Management Phoenix Open,"$17,265",2021,300.9,2021_waste_management_phoenix_open
Sam Ryder,Waste Management Phoenix Open,"$16,863",2021,305.6,2021_waste_management_phoenix_open
Brian Stuard,Waste Management Phoenix Open,"$16,425",2021,291.3,2021_waste_management_phoenix_open
Lucas Glover,Waste Management Phoenix Open,"$16,425",2021,306.5,2021_waste_management_phoenix_open
Michael Kim,Waste Management Phoenix Open,"$16,425",2021,305.1,2021_waste_management_phoenix_open
Stewart Cink,Waste Management Phoenix Open,"$16,425",2021,311.4,2021_waste_management_phoenix_open
Satoshi Kodaira,Waste Management Phoenix Open,"$15,987",2021,298.0,2021_waste_management_phoenix_open
"Ted Potter, Jr.",Waste Management Phoenix Open,"$15,841",2021,298.8,2021_waste_management_phoenix_open
Xinjun Zhang,Waste Management Phoenix Open,"$15,695",2021,302.2,2021_waste_management_phoenix_open
